objective,max_v,optim_protection,v_at_10_percent,v_at_30_percent
food,644.7620790676029,0.17735807499587025,0.9992839146390756,0.9971811680970395
carbon,6.778461980400797,0.005396178624525081,0.5,0.5
biodiversity,1,0.9946588844226638,0.6523246771636108,0.8255717773558289
